;table;tableDescription;fieldNr;fieldName;fieldDescription;dataType;length
;CMCCR     ;Räknarvillkor;2;KEYCMCNR  ;Räknarkoppling;C;15
;CMCCR     ;Räknarvillkor;3;CONDITION ;Villkor;C;30
;CMCCR     ;Räknarvillkor;4;KEYCMCNT  ;Räknartyp;C;15
;CMCCR     ;Räknarvillkor;5;TIMESTAMP ;;C;10
;CMCGC     ;Kontakt i kontaktgrupp;1;KEYCMCGC  ;Kontakt i kontaktgrupp;C;15
;CMCGC     ;Kontakt i kontaktgrupp;2;KEYCMCTC  ;Kontakt;C;15
;CMCGC     ;Kontakt i kontaktgrupp;3;KEYCMCGR  ;Kontaktgrupp;C;15
;CMCGC     ;Kontakt i kontaktgrupp;4;TIMESTAMP ;;C;10
;CMCGM     ;Räknargruppsmedlemmar;1;KEYCMCGM  ;Räknargruppsmedlemmar;C;15
;CMCGM     ;Räknargruppsmedlemmar;2;KEYCMCGP  ;Räknargrupp;C;15
;CMCGM     ;Räknargruppsmedlemmar;3;KEYCODE   ;Koppling;C;15
;CMCGM     ;Räknargruppsmedlemmar;4;TIMESTAMP ;;C;10
;CMCGP     ;Räknargrupp;1;KEYCMCGP  ;Räknargrupp;C;15
;CMCGP     ;Räknargrupp;2;KEYCMCNT  ;Formel;C;15
;CMCGP     ;Räknargrupp;3;KEYCMTYP  ;Kategori;C;15
;CMCGP     ;Räknargrupp;4;CAPTION   ;Benämning;C;30
;CMCGP     ;Räknargrupp;5;CODE      ;Kod;C;30
;CMCGP     ;Räknargrupp;6;TIMESTAMP ;;C;10
;CMCGR     ;Kontaktgrupp;1;KEYCMCGR  ;Kontaktgrupp;C;15
;CMCGR     ;Kontaktgrupp;2;CODE      ;Kontaktgrupp;C;3
;CMCGR     ;Kontaktgrupp;3;CAPTION   ;Benämning;C;30
;CMCGR     ;Kontaktgrupp;4;TIMESTAMP ;;C;10
;CMCLN     ;Clearingnummer;1;KEYCMCLN  ;Clearingnummer;C;15
;CMCLN     ;Clearingnummer;2;CODE      ;Clearingnummer;C;10
;CMCLN     ;Clearingnummer;3;CAPTION   ;Benämning;C;30
;CMCLN     ;Clearingnummer;4;DEFAGTYPE ;Standard autogirotyp;I;4
;CMCLN     ;Clearingnummer;5;CLNUSED   ;Används;I;4
;CMCLN     ;Clearingnummer;6;TIMESTAMP ;;C;10
;CMCMI     ;Company information;1;KEYCMCMI  ;Företagsinformation;C;15
;CMCMI     ;Company information;2;KEYCMOBJ  ;Objekt;C;15
;CMCMI     ;Company information;3;KEYSYUSR1 ;Användare;C;15
;CMCMI     ;Company information;4;KEYSYUSR2 ;Användare;C;15
;CMCMI     ;Company information;5;KEYSYUSR3 ;Användare;C;15
;CMCMI     ;Company information;6;KEYSYUSR4 ;Användare;C;15
;CMCMI     ;Company information;7;KEYSYUSR5 ;Användare;C;15
;CMCMI     ;Company information;8;KEYSYUSR6 ;Användare;C;15
;CMCMI     ;Company information;9;KEYSYUSR7 ;Användare;C;15
;CMCMI     ;Company information;10;KEYSYUSR8 ;Användare;C;15
;CMCMI     ;Company information;11;KEYSYUSR9 ;Användare;C;15
;CMCMI     ;Company information;12;KEYSYUSR10;Användare;C;15
;CMCMI     ;Company information;13;KEYSYUSR11;Användare;C;15
;CMCMI     ;Company information;14;KEYSYUSR12;Användare;C;15
;CMCMI     ;Company information;15;KEYSYUSR13;Användare;C;15
;CMCMI     ;Company information;16;KEYSYUSR14;Användare;C;15
;CMCMI     ;Company information;17;KEYSYUSR15;Användare;C;15
;CMCMI     ;Company information;18;TEXT1     ;Expedition;M;4
;CMCMI     ;Company information;19;TEXT2     ;Överlåtelseavgift;M;4
;CMCMI     ;Company information;20;TEXT3     ;Övrigt;M;4
;CMCMI     ;Company information;21;TEXT4     ;Andrahandsuthyrning;M;4
;CMCMI     ;Company information;22;TEXT5     ;Lägenheten;M;4
;CMCMI     ;Company information;23;TEXT6     ;Pantförskrivning;M;4
;CMCMI     ;Company information;24;TEXT7     ;Köansvarig;M;4
;CMCMI     ;Company information;25;TEXT8     ;Köregler;M;4
;CMCMI     ;Company information;26;TEXT9     ;Kontrakt;M;4
;CMCMI     ;Company information;27;TEXT10    ;Nycklar;M;4
;CMCMI     ;Company information;28;TEXT11    ;Övrigt;M;4
;CMCMI     ;Company information;29;TEXT12    ;Ansvarig;M;4
;CMCMI     ;Company information;30;TEXT13    ;Övrigt;M;4
;CMCMI     ;Company information;31;TEXT14    ;Övriga hyresobjekt;M;4
;CMCMI     ;Company information;32;TEXT15    ;Övrigt;M;4
;CMCMI     ;Company information;33;EDITDATE1 ;;T;8
;CMCMI     ;Company information;34;EDITDATE2 ;;T;8
;CMCMI     ;Company information;35;EDITDATE3 ;;T;8
;CMCMI     ;Company information;36;EDITDATE4 ;;T;8
;CMCMI     ;Company information;37;EDITDATE5 ;;T;8
;CMCMI     ;Company information;38;EDITDATE6 ;;T;8
;CMCMI     ;Company information;39;EDITDATE7 ;;T;8
;CMCMI     ;Company information;40;EDITDATE8 ;;T;8
;CMCMI     ;Company information;41;EDITDATE9 ;;T;8
;CMCMI     ;Company information;42;EDITDATE10;;T;8
;CMCMI     ;Company information;43;EDITDATE11;;T;8
;CMCMI     ;Company information;44;EDITDATE12;;T;8
;CMCMI     ;Company information;45;EDITDATE13;;T;8
;CMCMI     ;Company information;46;EDITDATE14;;T;8
;CMCMI     ;Company information;47;EDITDATE15;;T;8
;CMCMI     ;Company information;48;TIMESTAMP ;;C;10
;CMCMK     ;Connection Company/Administrator;1;KEYCMCMK  ;Connection Company/Administrator;C;15
;CMCMK     ;Connection Company/Administrator;2;KEYCMCMP  ;Företag;C;15
;CMCMK     ;Connection Company/Administrator;3;KEYCMCMP2 ;Företag;C;15
;CMCMK     ;Connection Company/Administrator;4;KEYCMCTC  ;Kontakt;C;15
;CMCMK     ;Connection Company/Administrator;5;AMOUNT    ;Share;Y;8
;CMCMK     ;Connection Company/Administrator;6;NOTE      ;Notering;C;250
;CMCMK     ;Connection Company/Administrator;7;CONTROLE  ;Row type;I;4
;CMCMK     ;Connection Company/Administrator;8;FDATE     ;From date;T;8
;CMCMK     ;Connection Company/Administrator;9;TDATE     ;To date;T;8
;CMCMK     ;Connection Company/Administrator;10;TIMESTAMP ;;C;10
;CMCMP     ;Company;1;KEYCMCMP  ;Företag;C;15
;CMCMP     ;Company;2;KEYSYCMP  ;Företag;C;15
;CMCMP     ;Company;3;KEYDBDBS  ;Databas;C;15
;CMCMP     ;Company;4;KEYCMOBJ  ;Objekt;C;15
;CMCMP     ;Company;5;KEYCMRGN  ;Region;C;15
;CMCMP     ;Company;6;KEYCMSOM  ;Serviceområde;C;15
;CMCMP     ;Company;7;KEYCMCTC  ;BRF-kontakt;C;15
;CMCMP     ;Company;8;KEYCMCTC2 ;Inkassohandläggare;C;15
;CMCMP     ;Company;9;KEYCMCTC3 ;Inkassoansvarig;C;15
;CMCMP     ;Company;10;KEYCMART  ;Artikel för fakturering av pantförskrivningsavgift;C;15
;CMCMP     ;Company;11;KEYCMART2 ;Artikel för fakturering av överlåtelseavgift;C;15
;CMCMP     ;Company;12;KEYCMART3 ;Item for invoicing sublet fee;C;15
;CMCMP     ;Company;13;KEYATWAY  ;Färdväg;C;15
;CMCMP     ;Company;14;CODE      ;Företag;C;10
;CMCMP     ;Company;15;CAPTION   ;Benämning;C;60
;CMCMP     ;Company;16;ORGNR     ;Organisationsnr;C;11
;CMCMP     ;Company;17;PHONE     ;Telefon;C;30
;CMCMP     ;Company;18;FAX       ;Telefax;C;30
;CMCMP     ;Company;19;VATID     ;Momsregnr;C;30
;CMCMP     ;Company;20;GLN       ;Lokaliseringsnr;C;13
;CMCMP     ;Company;21;INTERN    ;Intern/Extern;I;4
;CMCMP     ;Company;22;JURBEN    ;Juridisk benämning;C;60
;CMCMP     ;Company;23;FSKATT    ;F-skatt;I;4
;CMCMP     ;Company;24;BRF       ;Bostadsrättsförening;I;4
;CMCMP     ;Company;25;DIFFSHARE ;Differentiated additional capital;I;4
;CMCMP     ;Company;26;HYADM     ;Hyra administreras;I;4
;CMCMP     ;Company;27;BLOCKED   ;Spärrad;I;4
;CMCMP     ;Company;28;RENTDAYS  ;Hyresdagar per månad;I;4
;CMCMP     ;Company;29;PLANLSSEND;Datum för insändande av plan till Länsstyrelsen;T;8
;CMCMP     ;Company;30;PLANLSGODK;Ekonomisk plan godkänd av Länsstyrelsen;I;4
;CMCMP     ;Company;31;PLANLSDATE;Datum för beslut hos Länsstyrelsen avseende ekonom;T;8
;CMCMP     ;Company;32;HGFAVGIFT ;Avgift, hyresgästföreningen;Y;8
;CMCMP     ;Company;33;FONDAVS   ;Önskad årlig avsättning inre fond;Y;8
;CMCMP     ;Company;34;VATOBLPRCT;Momspliktighet;I;4
;CMCMP     ;Company;35;VATLIABLE ;Registered in VAT registry;I;4
;CMCMP     ;Company;36;ENERGOPT  ;Energioptimering;I;4
;CMCMP     ;Company;37;OWNED     ;Egenägt företag;I;4
;CMCMP     ;Company;38;INTINV    ;Räntefakturera;I;4
;CMCMP     ;Company;39;AOADM     ;Felanmälan administreras;I;4
;CMCMP     ;Company;40;DRINV     ;Fakturering av mediaförbrukning;I;4
;CMCMP     ;Company;41;RESINTMAIN;Eget ansvar för inre underhåll;I;4
;CMCMP     ;Company;42;VALUEYEAR ;Värdeår;I;4
;CMCMP     ;Company;43;LOCKEDQTY ;Disable quantities below company;I;4
;CMCMP     ;Company;44;MORTTYPE  ;Type of  mortgaging fee;I;4
;CMCMP     ;Company;45;MORTAMOUNT;Mortgaging fee;Y;8
;CMCMP     ;Company;46;TRANTYPE  ;Type of  transfer fee;I;4
;CMCMP     ;Company;47;TRANAMOUNT;Transfer fee;Y;8
;CMCMP     ;Company;48;DEMANDFEE ;Kravavgift;Y;8
;CMCMP     ;Company;49;SUBLETTYPE;Type of subletting fee;I;4
;CMCMP     ;Company;50;SUBLETPROC;Percentage of price base amount;N;20
;CMCMP     ;Company;51;SUBLETFEE ;Subletting fee;Y;8
;CMCMP     ;Company;52;TIMESTAMP ;;C;10
;CMCNI     ;Löpnummer instans;1;KEYCMCNI  ;Löpnummer instans;C;15
;CMCNI     ;Löpnummer instans;2;VALUE     ;Värde;I;4
;CMCNI     ;Löpnummer instans;3;KEYCMCCR  ;Räknarvillkor;C;15
;CMCNI     ;Löpnummer instans;4;PERIOD    ;Period;C;30
;CMCNI     ;Löpnummer instans;5;TIMESTAMP ;;C;10
;CMCNR     ;Räknarkoppling;1;KEYCMCNR  ;Räknarkoppling;C;15
;CMCNR     ;Räknarkoppling;2;KEYCMOBT  ;Objekttyp;C;15
;CMCNR     ;Räknarkoppling;3;KEYDBFLD  ;Fält;C;15
;CMCNR     ;Räknarkoppling;4;CONDFORM  ;Villkorsformel;M;4
;CMCNR     ;Räknarkoppling;5;CNRBEN    ;Räknarnamn;C;30
;CMCNR     ;Räknarkoppling;6;TIMESTAMP ;;C;10
;CMCNT     ;Räknartyp;1;KEYCMCNT  ;Räknartyp;C;15
;CMCNT     ;Räknartyp;2;KEYSYMDL  ;Modul;C;15
;CMCNT     ;Räknartyp;3;FORMULA   ;Formel;C;200
;CMCNT     ;Räknartyp;4;CNTBEN    ;Benämning;C;30
;CMCNT     ;Räknartyp;5;PFORMULA  ;Periodformel;C;100
;CMCNT     ;Räknartyp;6;STARTVALUE;Startvärde;I;4
;CMCNT     ;Räknartyp;7;REUSE     ;Återanvänd löpnummer;I;4
;CMCNT     ;Räknartyp;8;TIMESTAMP ;;C;10
;CMCPT     ;Koncept;1;KEYCMCPT  ;Koncept;C;15
;CMCPT     ;Koncept;2;KEYCMTRD  ;Bransch;C;15
;CMCPT     ;Koncept;3;KEYCMCTC  ;Kedja;C;15
;CMCPT     ;Koncept;4;CAPTION   ;Benämning;C;100
;CMCPT     ;Koncept;5;TIMESTAMP ;;C;10
;CMCRC     ;Räknare;1;KEYCMCRC  ;Räknare;C;15
;CMCRC     ;Räknare;2;KEYCMCNI  ;Löpnummer instans;C;15
;CMCRC     ;Räknare;3;VALUE     ;Värde;I;4
;CMCRC     ;Räknare;4;TIMESTAMP ;;C;10
;CMCRO     ;Kontaktroll;1;KEYCMCRO  ;Kontaktroll;C;15
;CMCRO     ;Kontaktroll;2;KEYCMCTC  ;Kontakt;C;15
;CMCRO     ;Kontaktroll;3;KEYCMROL  ;Roll;C;15
;CMCRO     ;Kontaktroll;4;CROUSED   ;Aktiv;I;4
;CMCRO     ;Kontaktroll;5;LASTUSED  ;;T;8
;CMCRO     ;Kontaktroll;6;TIMESTAMP ;;C;10
;CMCSS     ;SMS inställning;1;KEYCMCSS  ;SMS inställning;C;15
;CMCSS     ;SMS inställning;2;KEYCMCTC  ;Kontakt;C;15
;CMCSS     ;SMS inställning;3;SMSANSWER ;Accepterad;I;4
;CMCSS     ;SMS inställning;4;SMSKIND   ;SMS funktion;I;4
;CMCSS     ;SMS inställning;5;TIMESTAMP ;;C;10
;CMCTA     ;cmcta;1;KEYCMCTA  ;;C;15
;CMCTA     ;cmcta;2;KEYCMCTC  ;Kontakt;C;15
;CMCTA     ;cmcta;3;ALIASKIND ;;I;4
;CMCTA     ;cmcta;4;ALIASSTR  ;;C;70
;CMCTA     ;cmcta;5;TIMESTAMP ;;C;10
;CMCTC     ;Contact;1;KEYCMCTC  ;Kontakt;C;15
;CMCTC     ;Contact;2;KEYCMOBJ  ;Objekt;C;15
;CMCTC     ;Contact;3;KEYCMCTK  ;Kontaktkategori;C;15
;CMCTC     ;Contact;4;KEYCMCTC2 ;God man/Förvaltare;C;15
;CMCTC     ;Contact;5;KEYCMCUH  ;Valuta;C;15
;CMCTC     ;Contact;6;KEYSYLOC  ;Kultur;C;15
;CMCTC     ;Contact;7;KEYSYUSR  ;Användare;C;15
;CMCTC     ;Contact;8;KEYLRPMT  ;Utbetalningssätt;C;15
;CMCTC     ;Contact;9;KEYAOVER  ;Version;C;15
;CMCTC     ;Contact;10;KEYAOVER2 ;Tillåten version;C;15
;CMCTC     ;Contact;11;KEYCMTGR  ;Målgrupp;C;15
;CMCTC     ;Contact;12;KEYPRDEL  ;Leveransplan;C;15
;CMCTC     ;Contact;13;KEYSYLNG  ;Språk;C;15
;CMCTC     ;Contact;14;CMCTCKOD  ;Kontakt;C;30
;CMCTC     ;Contact;15;CMCTCBEN  ;Caption;C;100
;CMCTC     ;Contact;16;PERSORGNR ;Person/Org. nr;C;15
;CMCTC     ;Contact;17;LCIDCIVNO ;Personnummer, format;I;4
;CMCTC     ;Contact;18;BIRTHDATE ;Födelsedatum;T;8
;CMCTC     ;Contact;19;GENDER    ;Kön;I;4
;CMCTC     ;Contact;20;CIVILSTAT ;Civilstånd;I;4
;CMCTC     ;Contact;21;FNAMN     ;First name;C;30
;CMCTC     ;Contact;22;MNAME     ;Mellannamn;C;30
;CMCTC     ;Contact;23;ENAMN     ;Last name;C;45
;CMCTC     ;Contact;24;BIRTHNAME ;Birth name;C;45
;CMCTC     ;Contact;25;XNAME     ;Initialer;C;30
;CMCTC     ;Contact;26;TITLE     ;Titel;C;30
;CMCTC     ;Contact;27;PASSNO    ;Passportnumber;C;30
;CMCTC     ;Contact;28;REGION    ;Nationalitet;C;2
;CMCTC     ;Contact;29;AVDELNING ;Avdelning;C;45
;CMCTC     ;Contact;30;STUDENTNO ;Studentnummer;C;30
;CMCTC     ;Contact;31;NSTUDENTNO;Nationellt studentnummer;C;30
;CMCTC     ;Contact;32;SSTUDENTNO;Unikt student-ID;C;30
;CMCTC     ;Contact;33;STUDCHECK ;Avtal om studentkontroll;I;4
;CMCTC     ;Contact;34;STARTSTU  ;Start date for studies;T;8
;CMCTC     ;Contact;35;GRADDATE  ;Estimated examination date;T;8
;CMCTC     ;Contact;36;CREATEDATE;Created date;T;8
;CMCTC     ;Contact;37;AVLIDEN   ;Avliden;T;8
;CMCTC     ;Contact;38;KONKURS   ;Konkurs;T;8
;CMCTC     ;Contact;39;LAGSOKT   ;Lagsökt;T;8
;CMCTC     ;Contact;40;UTSLAG    ;Utslag;T;8
;CMCTC     ;Contact;41;AVHYST    ;Avhyst;T;8
;CMCTC     ;Contact;42;DELGIVEN  ;Delgiven;T;8
;CMCTC     ;Contact;43;BETFORE   ;Betalningsföreläggande;T;8
;CMCTC     ;Contact;44;AGGRESSIVE;Aggressive;T;8
;CMCTC     ;Contact;45;MSNP      ;MSNP;T;8
;CMCTC     ;Contact;46;WSNP      ;WSNP;T;8
;CMCTC     ;Contact;47;SLETDATE  ;Deleted company;T;8
;CMCTC     ;Contact;48;DEMSTATUS ;Överlämnat inkassoärende;I;4
;CMCTC     ;Contact;49;HGFFROM   ;Medlem i hyresgästföreningen fr.o.m.;T;8
;CMCTC     ;Contact;50;HGFTOM    ;Medlem i hyresgästföreningen t.o.m.;T;8
;CMCTC     ;Contact;51;ANSTNR    ;Anställningsnr;C;15
;CMCTC     ;Contact;52;CPER      ;Kontaktperson;I;4
;CMCTC     ;Contact;53;PRMINBEL  ;Lägsta belopp för att faktura skall skapas;Y;8
;CMCTC     ;Contact;54;FORVTYP   ;Förvaltartyp;I;4
;CMCTC     ;Contact;55;RESURSMAIL;Meddelandesätt, arbetsorder;I;4
;CMCTC     ;Contact;56;AOEXPORT  ;Skapa exportfil när arbetsorder förändras;I;4
;CMCTC     ;Contact;57;MAILNOTI  ;E-post vid inkommen arbetsorder;I;4
;CMCTC     ;Contact;58;JOBPRCNT  ;Tjänst;N;20
;CMCTC     ;Contact;59;PG        ;PlusGiro;C;11
;CMCTC     ;Contact;60;BG        ;Bankgiro;C;11
;CMCTC     ;Contact;61;CLEARING  ;Utbet.clearingnr.;I;4
;CMCTC     ;Contact;62;ACCOUNT   ;Utbet.kontonummer;C;20
;CMCTC     ;Contact;63;ACCHECK   ;Återkommande autogiro;I;4
;CMCTC     ;Contact;64;ACCNTTYPE ;Utbet.kontotyp;I;4
;CMCTC     ;Contact;65;BIC       ;BIC;C;11
;CMCTC     ;Contact;66;IBAN      ;IBAN;C;42
;CMCTC     ;Contact;67;VATNO     ;VAT-nummer;C;20
;CMCTC     ;Contact;68;GLN       ;Lokaliseringsnr;C;13
;CMCTC     ;Contact;69;AOUPPINFO ;Text;C;60
;CMCTC     ;Contact;70;AOADMMAIL ;E-mail when getting an work order administrator;I;4
;CMCTC     ;Contact;71;GDPRKEEP  ;Blocked from GDPR cleanup;I;4
;CMCTC     ;Contact;72;GDPRDATE  ;GDPR cleanup blocked until;T;8
;CMCTC     ;Contact;73;GDPRREASON;GDPR cleanup reason for blocking;C;100
;CMCTC     ;Contact;74;EXTERNID  ;Externt användarnamn;C;64
;CMCTC     ;Contact;75;ATREMTYPE ;Meddelandesätt, attest;I;4
;CMCTC     ;Contact;76;IKMESTYPE ;Meddelandesätt, inköp;I;4
;CMCTC     ;Contact;77;GENSOI    ;Generera kontrolluppgift;I;4
;CMCTC     ;Contact;78;NOMERGE   ;Sammanslå kontakt;I;4
;CMCTC     ;Contact;79;KORRVAG   ;Föredraget kontaktsätt;I;4
;CMCTC     ;Contact;80;EXTBLOCKED;Låsta adressuppgifter;I;4
;CMCTC     ;Contact;81;BLOCKADS  ;Spärra erbjudanden;I;4
;CMCTC     ;Contact;82;BLOCKINFO ;Spärra hyresvärdsinformation;I;4
;CMCTC     ;Contact;83;DGOPHONE  ;Don't give out phone numbers;I;4
;CMCTC     ;Contact;84;CITIZEN   ;Nationality;I;4
;CMCTC     ;Contact;85;BIRTHTIME ;Time of birth;C;3
;CMCTC     ;Contact;86;OTHERID   ;Other ID number;C;30
;CMCTC     ;Contact;87;TIN       ;TIN;C;30
;CMCTC     ;Contact;88;TINCOUNTRY;TIN, country;C;2
;CMCTC     ;Contact;89;PPERSORGNR;Skyddat person/org. nr;C;15
;CMCTC     ;Contact;90;PFNAMN    ;Skyddat förnamn;C;30
;CMCTC     ;Contact;91;PENAMN    ;Skyddat efternamn;C;30
;CMCTC     ;Contact;92;PCMCTCBEN ;Skyddat namn;C;100
;CMCTC     ;Contact;93;DSGUID    ;Elektronisk signatur;C;60
;CMCTC     ;Contact;94;DIGITALCOM;Digital communication;I;4
;CMCTC     ;Contact;95;DELETEMARK;Borttagen;I;4
;CMCTC     ;Contact;96;TIMESTAMP ;;C;10
;CMCTE     ;Kreditmall;1;KEYCMCTE  ;Kreditmall;C;15
;CMCTE     ;Kreditmall;2;KEYCMCTK  ;Kontaktkategori;C;15
;CMCTE     ;Kreditmall;3;CODE      ;Kreditmall;C;50
;CMCTE     ;Kreditmall;4;CAPTION   ;Benämning;C;30
;CMCTE     ;Kreditmall;5;CTEDEFAULT;Förvald;I;4
;CMCTE     ;Kreditmall;6;TIMESTAMP ;;C;10
;CMCTK     ;Kontaktkategori;1;KEYCMCTK  ;Kontaktkategori;C;15
;CMCTK     ;Kontaktkategori;2;CODE      ;Kontaktkategori;C;3
;CMCTK     ;Kontaktkategori;3;CAPTION   ;Benämning;C;30
;CMCTK     ;Kontaktkategori;4;FYSPERSON ;Fysisk person;I;4
;CMCTK     ;Kontaktkategori;5;FRINR     ;Fri nummersättning;I;4
;CMCTK     ;Kontaktkategori;6;CREDINV   ;Kreditfaktura;I;4
;CMCTK     ;Kontaktkategori;7;REPABKOD  ;Systemstandard;I;4
;CMCTK     ;Kontaktkategori;8;TIMESTAMP ;;C;10
;CMCTM     ;cmctm;1;KEYCMCTM  ;;C;15
;CMCTM     ;cmctm;2;KEYCMCTC  ;Kontakt;C;15
;CMCTM     ;cmctm;3;KEYSYMDL  ;Modul;C;15
;CMCTM     ;cmctm;4;NOCHARGE  ;;I;4
;CMCTM     ;cmctm;5;WEB       ;;I;4
;CMCTM     ;cmctm;6;MOBILE    ;;I;4
;CMCTM     ;cmctm;7;TIMESTAMP ;;C;10
;CMCTP     ;Kontaktperson;1;KEYCMCTP  ;Kontaktperson;C;15
;CMCTP     ;Kontaktperson;2;KEYCMOBJ  ;Objekt;C;15
;CMCTP     ;Kontaktperson;3;KEYCMCTC  ;Kontakt;C;15
;CMCTP     ;Kontaktperson;4;KEYCMCTT  ;Kontaktpersonstyp;C;15
;CMCTP     ;Kontaktperson;5;CAPTION   ;Beskrivning;C;150
;CMCTP     ;Kontaktperson;6;LOCALMAIL ;E-mail address;C;100
;CMCTP     ;Kontaktperson;7;LOCALPHONE;Telephone number;C;150
;CMCTP     ;Kontaktperson;8;FDATE     ;Fr.o.m. datum;T;8
;CMCTP     ;Kontaktperson;9;TDATE     ;T.o.m. datum;T;8
;CMCTP     ;Kontaktperson;10;PUBLISH   ;Publicera;I;4
;CMCTP     ;Kontaktperson;11;TIMESTAMP ;;C;10
;CMCTR     ;Kontaktrelation;1;KEYCMCTR  ;Kontaktrelation;C;15
;CMCTR     ;Kontaktrelation;2;KEYCMOBJ  ;Objekt;C;15
;CMCTR     ;Kontaktrelation;3;KEYCMOBJ2 ;Barn;C;15
;CMCTR     ;Kontaktrelation;4;KEYCMCTT  ;Kontaktpersonstyp;C;15
;CMCTR     ;Kontaktrelation;5;CAPTION   ;Benämning;C;150
;CMCTR     ;Kontaktrelation;6;TIMESTAMP ;;C;10
;CMCTT     ;Kontaktpersonstyp;1;KEYCMCTT  ;Kontaktpersonstyp;C;15
;CMCTT     ;Kontaktpersonstyp;2;CAPTION   ;Benämning;C;60
;CMCTT     ;Kontaktpersonstyp;3;SORTORDER ;Sortering;I;4
;CMCTT     ;Kontaktpersonstyp;4;TIMESTAMP ;;C;10
;CMCUH     ;Valuta;1;KEYCMCUH  ;Valuta;C;15
;CMCUH     ;Valuta;2;CODE      ;Valuta;C;4
;CMCUH     ;Valuta;3;NAME      ;Benämning;C;30
;CMCUH     ;Valuta;4;REGION    ;Utfärdande land;C;2
;CMCUH     ;Valuta;5;DECIMALS  ;Antal decimaler;I;4
;CMCUH     ;Valuta;6;TIMESTAMP ;;C;10
;CMCUR     ;Valutarad;1;KEYCMCUR  ;Valutarad;C;15
;CMCUR     ;Valutarad;2;KEYCMCUH  ;Valuta;C;15
;CMCUR     ;Valutarad;3;REGDATE   ;Registreringsdatum;T;8
;CMCUR     ;Valutarad;4;FROMDATE  ;Från datum;T;8
;CMCUR     ;Valutarad;5;BUY       ;Köp;I;4
;CMCUR     ;Valutarad;6;SELL      ;Sälj;I;4
;CMCUR     ;Valutarad;7;TIMESTAMP ;;C;10
;CMCUZ     ;Kundanpassning;1;KEYCMCUZ  ;Kundanpassning;C;15
;CMCUZ     ;Kundanpassning;2;KEYCMCTC  ;Kund;C;15
;CMCUZ     ;Kundanpassning;3;KEYCMCTC2 ;Resurs;C;15
;CMCUZ     ;Kundanpassning;4;KEYCMCTC3 ;Ansvarig;C;15
;CMCUZ     ;Kundanpassning;5;KEYAOVER  ;Version;C;15
;CMCUZ     ;Kundanpassning;6;KEYAOVER2 ;T.o.m. version;C;15
;CMCUZ     ;Kundanpassning;7;KEYHYOBJ  ;Avtal;C;15
;CMCUZ     ;Kundanpassning;8;CAPTION   ;Benämning;C;60
;CMCUZ     ;Kundanpassning;9;CUZDESC   ;Beskrivning;M;4
;CMCUZ     ;Kundanpassning;10;FDATE     ;Startdatum;C;10
;CMCUZ     ;Kundanpassning;11;CUZTYPE   ;Anpassningstyp;I;4
;CMCUZ     ;Kundanpassning;12;HASSERVAGR;Har serviceavtal;I;4
;CMCUZ     ;Kundanpassning;13;TIMESTAMP ;;C;10
;CMDBG     ;Debiterings- och Betalgiro;1;KEYCMDBG  ;Debiterings- och Betalgiro;C;15
;CMDBG     ;Debiterings- och Betalgiro;2;KEYCMCMP  ;Företag;C;15
;CMDBG     ;Debiterings- och Betalgiro;3;KEYCMDBM  ;Debiterings- och betalmetod;C;15
;CMDBG     ;Debiterings- och Betalgiro;4;KEYDBTBL  ;Tabell;C;15
;CMDBG     ;Debiterings- och Betalgiro;5;KEYCODE   ;Koppling;C;15
;CMDBG     ;Debiterings- och Betalgiro;6;KEYREVRT  ;Transaktionstyp;C;15
;CMDBG     ;Debiterings- och Betalgiro;7;KEYREVRT2 ;Giro-trans.typ;C;15
;CMDBG     ;Debiterings- och Betalgiro;8;ID        ;ID;C;20
;CMDBG     ;Debiterings- och Betalgiro;9;GIRO      ;Giro;C;20
;CMDBG     ;Debiterings- och Betalgiro;10;BIC       ;BIC;C;11
;CMDBG     ;Debiterings- och Betalgiro;11;IBAN      ;IBAN;C;42
;CMDBG     ;Debiterings- och Betalgiro;12;TIMESTAMP ;;C;10
;CMDBM     ;Debiterings- och betalmetod;1;KEYCMDBM  ;Debiterings- och betalmetod;C;15
;CMDBM     ;Debiterings- och betalmetod;2;KEYCMRTN  ;Rutin;C;15
;CMDBM     ;Debiterings- och betalmetod;3;DEBITPRINC;Nummer;I;4
;CMDBM     ;Debiterings- och betalmetod;4;NAME      ;Benämning;C;30
;CMDBM     ;Debiterings- och betalmetod;5;ID        ;ID;C;20
;CMDBM     ;Debiterings- och betalmetod;6;GIRO      ;Giro;C;20
;CMDBM     ;Debiterings- och betalmetod;7;BIC       ;BIC;C;11
;CMDBM     ;Debiterings- och betalmetod;8;IBAN      ;IBAN;C;42
;CMDBM     ;Debiterings- och betalmetod;9;TIMESTAMP ;;C;10
;CMDBS     ;Systemdatabas;1;KEYCMDBS  ;Systemdatabas;C;15
;CMDBS     ;Systemdatabas;2;SRVNAME   ;Server;C;100
;CMDBS     ;Systemdatabas;3;DBSNAME   ;Databas;C;150
;CMDBS     ;Systemdatabas;4;TIMESTAMP ;;C;10
;CMDBY     ;Debiterings- och betalkodtyp;1;KEYCMDBY  ;Debiterings- och betalkodtyp;C;15
;CMDBY     ;Debiterings- och betalkodtyp;2;KEYCMDBG  ;Debiterings- och Betalgiro;C;15
;CMDBY     ;Debiterings- och betalkodtyp;3;YEAR      ;År;I;4
